0.000000000000000000e+00,3.141592653589790007e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.480739093793700167e+00
-1.087619728605999925e-03,3.143765669568430177e+00,-8.700066562123889846e-02,1.736455404877539910e-01,-1.508710815441519948e+01
-7.975728909306100539e-03,3.157501011506659960e+00,-4.639875411803119909e-01,9.239218699821220016e-01,-1.237430067709020065e+01
-2.343397688890890007e-02,3.188161107455179888e+00,-7.725177731437620210e-01,1.525974898864149942e+00,-1.676571303768810139e+01
-4.796236673650870058e-02,3.236347819480799970e+00,-1.189427987009709975e+00,2.323914715625590155e+00,2.235333044569770067e+01
-7.068108675940250329e-02,3.279816882342850182e+00,-6.280591277206759582e-01,1.151008627944360097e+00,-2.074002698829799840e+01
-9.279905283581149633e-02,3.320365942017499794e+00,-1.140990662076140083e+00,2.087786998191099919e+00,4.999999999615710067e+01
-1.056927635213480016e-01,3.340704870406129956e+00,1.092626777817199968e-01,-4.602593278985779857e-01,1.675785547777550022e+01
-9.768416042996830306e-02,3.317662999233040200e+00,5.314581303724590366e-01,-1.381908411631880051e+00,-2.778093604333410127e+01
-9.300240160127780376e-02,3.299063955102799817e+00,-1.571272121743070016e-01,-1.034036996666399949e-01,-8.684594651084980299e+00
-9.959053363641549861e-02,3.300772438547929788e+00,-3.699132647998200074e-01,2.399046260541529973e-01,-1.116654980250710061e+01
-1.122697016103769985e-01,3.312552881168230101e+00,-6.443418737412980324e-01,7.012493586674749535e-01,2.121683348389379997e+00
-1.276633563541859917e-01,3.327600611131780184e+00,-5.871058452697980323e-01,5.013230998845870090e-01,2.913535395674200057e+00
-1.413766604613619915e-01,3.337083587650980121e+00,-5.099342031407719800e-01,2.565536015078420107e-01,7.105973971172679704e+00
-1.518542488822720027e-01,3.337845282378100187e+00,-3.282720203081200272e-01,-1.956710449823469977e-01,1.051637266350319955e+01
-1.567286393681809886e-01,3.325234878918540193e+00,-6.168278725857100075e-02,-8.123532599182560210e-01,1.944822185338119880e+01
-1.521553913296239957e-01,3.291816266817840120e+00,4.275853814324899749e-01,-1.859431816733980058e+00,3.459472591414699849e+01
-1.306216856734080112e-01,3.223029533814360192e+00,1.295182399142090102e+00,-3.640362342658789885e+00,4.397887730354160141e+01
-8.447595094463679344e-02,3.104242160617530111e+00,2.395598087484810179e+00,-5.852134927408100040e+00,3.634365928087829900e+01
-1.332787907295679940e-02,2.936078618661429829e+00,3.292822008776440157e+00,-7.574496418520459962e+00,2.042074392559090157e+01
7.499300414146610472e-02,2.736798303196080084e+00,3.768083854277899825e+00,-8.333964645108689950e+00,4.538105334923730361e+00
1.699823691450089991e-01,2.529843496448759943e+00,3.828174532442030209e+00,-8.200633037190170782e+00,-6.966641294566530362e+00
2.628495844008569837e-01,2.333084095406969816e+00,3.601295797215489980e+00,-7.537739640295919585e+00,-1.265003539113200048e+01
3.484115502029220268e-01,2.155085652485240200e+00,3.245472018413039894e+00,-6.711799974330459939e+00,-1.363212688553359975e+01
4.249384635209489947e-01,1.997237107743220053e+00,2.878836629399499802e+00,-5.928798299193910104e+00,-1.200851547893519999e+01
4.929244403583419865e-01,1.857656793027889996e+00,2.561950656905770174e+00,-5.248796326710159832e+00,-9.319619524467100291e+00
5.538922858325590060e-01,1.733875200755510049e+00,2.317041494653369949e+00,-4.662027570409890131e+00,-6.128296867258289815e+00
6.097561541513220051e-01,1.623922168518779907e+00,2.153348326678270030e+00,-4.139489837058880184e+00,-2.248390347686810120e+00
6.627210703154440274e-01,1.526598362502320061e+00,2.084929532467210134e+00,-3.648610613955419968e+00,3.195401081896390050e+00
7.156009031333360193e-01,1.441608383399989979e+00,2.146438226872939836e+00,-3.149285819678690146e+00,1.249273242543909923e+01
7.727375322656520051e-01,1.370002320390109940e+00,2.425477037755829901e+00,-2.573277070129320165e+00,3.201490727600329933e+01
8.424945491862689817e-01,1.315644404107320087e+00,3.156191789362300160e+00,-1.763012405017750028e+00,3.712148658753319808e+01
9.320546464922420116e-01,1.283123624368619931e+00,4.009383338422709997e+00,-8.300896472332239817e-01,-4.999999999999990052e+01
1.018041853401590036e+00,1.259954456096999964e+00,2.869369063730220049e+00,-1.032582809040270000e+00,-4.999999999979210230e+01
1.075509610082800105e+00,1.230986478091280034e+00,1.727721408843899908e+00,-1.296312619044750036e+00,-4.999999996350229736e+01
1.104407918538869993e+00,1.194499155144929992e+00,5.836508217856849479e-01,-1.637150794430169976e+00,-4.999999985267940161e+01
1.104662158912999903e+00,1.148318277302250001e+00,-5.640525870327860458e-01,-2.075709687648170210e+00,-4.158303973851030122e+00
1.089418770451799912e+00,1.101004368449630011e+00,-6.551041864623560196e-01,-1.712099201383280089e+00,-4.999999999875679890e+01
1.058619504564829894e+00,1.050170100097840065e+00,-1.809935857243389901e+00,-2.374946473012240045e+00,-7.049953189244449803e+00
1.011379378613560087e+00,9.940079183961889608e-01,-1.969083337284700086e+00,-2.122771545599469789e+00,-3.476399169247660126e+01
9.520551062602099490e-01,9.346881509758520057e-01,-2.777840122317489779e+00,-2.639877885585769857e+00,-8.232850362707569758e+00
8.802495833537370418e-01,8.706581351740380059e-01,-2.966558341938169807e+00,-2.488882279698770184e+00,-2.406649943455040130e+01
7.990341548103769842e-01,8.037230135730289993e-01,-3.531488505000810019e+00,-2.880069579574460192e+00,-1.087822242488170055e+01
7.075665174381710054e-01,7.315087344262950486e-01,-3.786159053801359864e+00,-2.905929647828020101e+00,-1.427605361024379960e+01
6.086912478839120455e-01,6.564235342200349654e-01,-4.124370217849420150e+00,-3.111814431379889889e+00,-1.239530940782380064e+01
5.018899121209330350e-01,5.762753169798919828e-01,-4.420215529818009692e+00,-3.310752582025790147e+00,-1.080051624841819979e+01
3.881413035865680095e-01,4.911673589882600277e-01,-4.680117610291739894e+00,-3.508401133990119991e+00,-9.448898099411129792e+00
2.682759395202419794e-01,4.010625595312369840e-01,-4.909513405094259930e+00,-3.710334934112120120e+00,-7.901726568578640197e+00
1.431235073816519987e-01,3.060179399787060217e-01,-5.103007879193669716e+00,-3.903266841627520023e+00,-5.985958720468559591e+00
1.370501625798560032e-02,2.065412530160440074e-01,-5.250693369656599607e+00,-4.064411502515429930e+00,-3.584947839323400220e+00
-1.186723660168829964e-01,1.037966465059459997e-01,-5.339611144634099915e+00,-4.164156351798109945e+00,-6.500815698132730303e-01
-2.523632852510799829e-01,-2.840588171375999990e-04,-5.355712361331660176e+00,-4.170930824373270340e+00,2.705421332050820027e+00
-3.854122684346790173e-01,-1.030842253693179944e-01,-5.288282849880689973e+00,-4.061752736992859880e+00,6.182400554362500245e+00
-5.156987414994560481e-01,-2.016570460119539998e-01,-5.134834635430189920e+00,-3.833204409652689826e+00,9.388054847962429506e+00
